Id,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,LotFrontage,LotArea,MasVnrArea,CentralAir,Heating,Electrical,Foundation,Exterior1st,Exterior2nd,RoofStyle,SaleCondition,MoSold,YrSold,SalePrice
3714,Delta,Duplex,5.0,1.0,2000,1997,360.09644328922275,1572.5667743838671,2.0,1.0,3.0,2.0,5.0,2.0,2.0,351.5627353516768,94.47972046897034,11476.045830631892,9.736935620009618,Y,HeatPump,SBrkr,BrkTil,Brick,Brick,Metal,AdjLand,10.0,2022.0,220722.88679960783
3715,NorthVan,Condo,5.0,5.0,1929,1979,975.3168333951957,1673.3685200831483,2.0,1.0,5.0,0.0,6.0,1.0,2.0,407.06239375807684,87.37512077305894,9646.277852121513,0.0,Y,Radiant,SBrkr,CBlock,Stucco,Stucco,TorchOn,Normal,3.0,2019.0,68552.8703669054
3716,Burnaby,BasementSuite,7.0,6.0,1936,1941,741.8503270768558,2126.7952561536936,2.0,1.0,1.0,1.0,4.0,1.0,1.0,375.1557292560832,64.47066166744779,12450.221796794598,18.198314938153388,N,HeatPump,SBrkr,CBlock,Brick,Brick,Metal,Normal,5.0,2021.0,204984.0152635633
3717,Downtown,Condo,7.0,6.0,2072,1992,1241.6262872953241,1616.3676600981557,1.0,1.0,5.0,1.0,5.0,0.0,2.0,499.0306315921928,103.97314218242047,9588.041985267455,46.898584873273165,Y,HeatPump,FuseF,Stone,Brick,Brick,Cedar,Abnorml,6.0,2022.0,243283.83507002128
3718,Burnaby,BasementSuite,6.0,5.0,1963,2045,1201.826555549077,1362.3312135899926,3.0,1.0,5.0,1.0,5.0,1.0,4.0,692.2599349969848,41.13988497899453,7002.119960204652,93.84665788285292,Y,Radiant,FuseA,PConc,Vinyl,Vinyl,Asphalt,Normal,6.0,2019.0,190691.79008103078
3719,Burnaby,Condo,5.0,8.0,1920,2011,1054.7180068938458,1486.190268909487,2.0,1.0,3.0,2.0,7.0,1.0,3.0,544.8357394568113,63.11728624652175,13538.777833013666,0.0,Y,Gas,FuseP,Stone,Stucco,Stucco,Cedar,AdjLand,8.0,2023.0,143865.77019285547
3720,NewWest,Condo,,2.0,1939,1997,1568.551176694035,2481.821913797032,1.0,2.0,2.0,0.0,6.0,0.0,3.0,606.9495431317546,,9098.054664431482,132.206518178645,Y,Radiant,Mix,BrkTil,Vinyl,Vinyl,TorchOn,AdjLand,4.0,2023.0,116525.91293611078
3721,Richmond,Detached,8.0,3.0,1954,1999,1047.8203123979606,1664.3251642690832,2.0,1.0,4.0,1.0,6.0,0.0,4.0,0.0,87.11828102601186,9596.419834897526,201.27450673561947,Y,Radiant,SBrkr,CBlock,Vinyl,Vinyl,TorchOn,Partial,1.0,2019.0,232937.28540653927
3722,Langley,Detached,7.0,6.0,1970,1989,539.6472049689362,1885.5640121079275,2.0,1.0,1.0,0.0,4.0,0.0,0.0,529.0983169264472,,10116.748496304443,113.52622028408635,Y,Gas,Mix,BrkTil,Wood,Wood,Cedar,Normal,5.0,2023.0,208439.42373471634
3723,Surrey,Townhouse,5.0,6.0,2005,1933,971.7245154209545,1100.8928880809294,2.0,1.0,2.0,1.0,6.0,1.0,2.0,516.6295395075985,,6953.843956482227,0.0,N,Gas,FuseA,CBlock,Brick,Brick,Cedar,Abnorml,6.0,2022.0,159994.39560237492
3724,Langley,Townhouse,7.0,6.0,2019,1963,1459.8387183992534,1923.2680272462594,0.0,1.0,4.0,1.0,5.0,1.0,1.0,715.4403496759451,86.10066354296373,14286.674984803572,,Y,Electric,Mix,Stone,Wood,Wood,Asphalt,Partial,,2019.0,164022.92597607872
3725,NorthVan,Townhouse,6.0,4.0,1945,1988,390.51086446381,1300.5285044350865,1.0,1.0,3.0,1.0,6.0,1.0,3.0,941.7585125900022,53.19232290589858,9879.49453533648,0.0,Y,Radiant,FuseF,Stone,Wood,Wood,TorchOn,Normal,8.0,2020.0,183874.64671008624
3726,Richmond,Duplex,,4.0,1952,2013,1017.0872855325083,629.3822821129396,1.0,1.0,2.0,1.0,2.0,0.0,0.0,652.2154790621349,55.24445197901477,11016.590574976848,134.70861071467561,Y,HeatPump,Mix,PConc,Vinyl,Vinyl,Cedar,AdjLand,8.0,2021.0,136273.06975928135
3727,Downtown,Duplex,7.0,4.0,-9223372036854775808,2035,1251.4117120956344,1606.1050809313274,2.0,1.0,4.0,0.0,5.0,0.0,4.0,709.8986445797694,55.50936902364162,11849.786214335647,279.97041018997123,Y,Gas,FuseF,Stone,Vinyl,Vinyl,Cedar,Abnorml,2.0,2021.0,198962.6374801207
3728,NorthVan,Townhouse,5.0,5.0,1948,1963,1978.2848170847242,1562.506713093205,2.0,0.0,3.0,1.0,8.0,,1.0,570.9420688937572,134.83803780094934,14073.304903049537,70.36103651059263,Y,Electric,Mix,PConc,Stucco,Stucco,Asphalt,AdjLand,7.0,2021.0,275685.25393878354
3729,NorthVan,BasementSuite,5.0,4.0,2005,2006,1472.890172924662,1678.6021064625986,4.0,1.0,2.0,0.0,2.0,1.0,3.0,806.937685522025,62.79250855475558,2000.0,159.09666281670619,Y,Electric,FuseF,BrkTil,Stucco,Stucco,TorchOn,Abnorml,3.0,2021.0,176971.7906053551
3730,Downtown,BasementSuite,6.0,7.0,2044,1934,1096.41573417757,1367.3500467047377,0.0,0.0,3.0,1.0,4.0,2.0,3.0,519.0424933991784,32.45353577949722,3704.2627925806637,0.0,N,Radiant,SBrkr,Slab,Wood,Wood,Cedar,AdjLand,2.0,2022.0,185128.7598839696
3731,Delta,Duplex,5.0,5.0,1970,1981,1232.2657292214315,2025.1438599193157,1.0,1.0,3.0,0.0,7.0,2.0,2.0,434.1981212159298,125.61342541798437,9283.077108072164,153.5899480891159,Y,HeatPump,SBrkr,PConc,Vinyl,Vinyl,TorchOn,Normal,8.0,2020.0,220634.26224885025
3732,NewWest,BasementSuite,7.0,4.0,1979,1989,385.806623900276,1654.1445774530857,1.0,1.0,1.0,1.0,7.0,1.0,1.0,542.2717613132805,106.05503594042847,12373.830404698067,160.5973955050115,N,Radiant,FuseF,Stone,Vinyl,Vinyl,Asphalt,Partial,8.0,2022.0,215301.15751683948
3733,Delta,Townhouse,9.0,4.0,1952,2032,682.5972349329131,1333.9623764354722,2.0,0.0,4.0,1.0,6.0,0.0,2.0,319.0737127053487,63.90784096620875,8994.05641465937,146.27689570866585,Y,Radiant,Mix,Slab,Wood,Wood,Asphalt,Normal,2.0,2020.0,209101.47713094432
3734,Langley,Detached,5.0,3.0,1980,1969,1277.8344848887207,2037.2405849651054,2.0,1.0,4.0,,7.0,0.0,4.0,0.0,57.09938036959061,8212.95011279717,21.493267925898266,N,HeatPump,SBrkr,BrkTil,Stucco,Stucco,Asphalt,Partial,5.0,2022.0,127223.28095862185
3735,Langley,Duplex,4.0,4.0,1938,1981,1106.4085888297113,1683.6969302812201,1.0,1.0,3.0,0.0,6.0,0.0,2.0,321.2534415081723,35.7166117385421,15441.016678656564,107.85199226673625,Y,Electric,FuseA,Stone,Vinyl,Vinyl,Metal,Normal,9.0,2020.0,91048.26369442925
3736,Burnaby,Townhouse,3.0,4.0,1941,2014,1151.0594153090876,1573.269529280563,1.0,1.0,3.0,1.0,7.0,0.0,3.0,745.4595054804025,63.509528680359324,3770.956812447859,0.0,Y,Electric,Mix,BrkTil,Wood,Wood,TorchOn,Normal,5.0,2021.0,182532.9117021276
3737,Surrey,Condo,6.0,6.0,1915,1971,1061.9401287870764,1259.892915839012,2.0,1.0,3.0,2.0,7.0,1.0,3.0,580.8994105783775,58.62900172749235,13715.671092207707,104.90975493912455,Y,HeatPump,FuseF,Stone,Vinyl,Vinyl,Asphalt,Abnorml,6.0,2021.0,141547.44407346784
3738,NewWest,Duplex,5.0,5.0,1994,1976,,2489.2464130363933,4.0,1.0,4.0,1.0,6.0,2.0,3.0,750.3184246219548,49.554436214738075,8058.5962686882285,43.37065181178551,Y,Gas,FuseA,PConc,Vinyl,Vinyl,Metal,AdjLand,11.0,2022.0,261530.3538581137
3739,Coquitlam,Detached,6.0,4.0,2011,1953,1086.025726967579,1004.5081674745431,1.0,1.0,2.0,1.0,6.0,0.0,1.0,500.900443499014,53.23219315973789,13525.551643509534,145.53911504257545,Y,HeatPump,FuseF,Slab,Vinyl,Vinyl,Metal,Normal,8.0,2020.0,183460.92220445749
3740,Burnaby,Townhouse,6.0,3.0,2000,2005,680.3876855073181,1322.1348143062664,3.0,1.0,4.0,1.0,7.0,1.0,1.0,318.5996028340298,59.36141304552497,9627.787041511026,69.44917801839168,Y,Electric,FuseF,Stone,Brick,Brick,Asphalt,Partial,8.0,2018.0,134418.0225015321
3741,Richmond,Condo,4.0,5.0,1972,1954,969.8755596792737,1324.08706005826,4.0,1.0,3.0,1.0,8.0,1.0,4.0,525.2029847059698,78.01503028752462,16071.925648696179,165.89202776842518,Y,Radiant,FuseP,Stone,Wood,Wood,Metal,Abnorml,4.0,2022.0,221182.85868781642
3742,Richmond,Detached,3.0,2.0,1960,2016,614.5633789999055,1407.6338994003595,2.0,2.0,4.0,1.0,6.0,1.0,2.0,370.99936666301784,77.11417291124485,5525.66963282145,111.85239571562492,Y,Electric,FuseP,Stone,Brick,Brick,Asphalt,Abnorml,3.0,2020.0,232716.08053391002
3743,Surrey,Duplex,6.0,5.0,1967,1958,833.1412401416155,1799.718203079517,2.0,1.0,3.0,1.0,4.0,1.0,2.0,401.1071522034572,,7246.723543968148,39.53940778884414,Y,Gas,Mix,PConc,Vinyl,Vinyl,Asphalt,AdjLand,8.0,2021.0,208917.1473229773
3744,Delta,Condo,6.0,7.0,1939,1971,1468.5667532215866,1714.3351584077388,2.0,,3.0,1.0,5.0,2.0,4.0,749.3495946987832,83.30161528242557,10404.81014187055,158.52740784809512,Y,Electric,Mix,CBlock,Brick,Brick,Metal,AdjLand,3.0,2022.0,133941.2116307018
3745,NorthVan,Townhouse,5.0,5.0,1998,1960,986.7366913258528,1778.5942827252725,4.0,1.0,2.0,2.0,6.0,1.0,3.0,758.6918095408613,37.42063606088846,2758.00703445189,279.5742902836996,Y,Gas,SBrkr,Stone,Stucco,Stucco,Asphalt,Normal,8.0,2020.0,93839.71793975524
3746,Delta,Detached,4.0,5.0,2001,1982,1258.5438163482827,1455.8950401138509,3.0,0.0,3.0,2.0,8.0,3.0,3.0,404.27336399089677,90.8131311944521,8806.523259873331,74.83913244862248,Y,Gas,FuseP,Slab,Stucco,Stucco,Asphalt,Partial,8.0,2024.0,186420.8001036063
3747,Coquitlam,Condo,7.0,5.0,1938,2016,1090.3530939393925,2077.9291565177173,3.0,1.0,3.0,1.0,3.0,0.0,2.0,514.7092067409344,65.58763093499124,5085.202343866342,22.129453374364985,Y,Radiant,SBrkr,Slab,Vinyl,Vinyl,TorchOn,Partial,4.0,2020.0,194031.76083545788
3748,Delta,Townhouse,8.0,3.0,1941,1972,915.287916587354,1112.880212211363,2.0,0.0,4.0,1.0,6.0,1.0,3.0,560.7274023534407,88.54163462560703,10318.789008774662,287.8495133599547,N,Electric,Mix,Stone,Brick,Brick,Metal,AdjLand,3.0,2019.0,161320.5496648202
3749,Coquitlam,Townhouse,6.0,8.0,1930,1965,,1077.6226478141623,3.0,2.0,4.0,0.0,5.0,0.0,3.0,607.2664043239009,86.92651703216143,14973.565154495936,118.12789399700071,Y,Electric,FuseA,Slab,Brick,Brick,TorchOn,AdjLand,6.0,2021.0,176806.94375094117
3750,Downtown,Detached,5.0,4.0,1962,1989,909.9805216567247,889.801647177929,2.0,2.0,3.0,1.0,6.0,2.0,1.0,620.94098505767,,13504.618132863638,317.4310945936634,Y,HeatPump,FuseA,Stone,Stucco,Stucco,Metal,Abnorml,2.0,2020.0,155029.3873529672
3751,Delta,Townhouse,6.0,5.0,1969,1988,1114.1124560931835,1279.9266714150951,3.0,0.0,2.0,1.0,5.0,2.0,1.0,561.507599044103,20.0,14594.26812390002,52.10175553412151,Y,Radiant,Mix,BrkTil,Brick,Brick,TorchOn,AdjLand,12.0,2022.0,94868.20503174378
3752,Surrey,Townhouse,4.0,4.0,1971,2006,1253.053705443491,1550.058087563394,2.0,2.0,2.0,1.0,6.0,1.0,1.0,700.727203852432,79.58537120195015,6364.781240894852,60.361147193525625,Y,Gas,FuseF,Stone,Stucco,Stucco,TorchOn,Partial,10.0,2023.0,141678.6107570069
3753,Coquitlam,BasementSuite,8.0,7.0,1930,1957,1092.81790259505,1219.485746537172,3.0,1.0,4.0,1.0,4.0,3.0,2.0,561.1092196923667,79.23044623593734,10562.352407711945,49.80760103768244,Y,Radiant,FuseP,Stone,Wood,Wood,Metal,Abnorml,10.0,2021.0,194419.651059153
3754,Burnaby,Townhouse,6.0,3.0,1948,1995,1277.318111280999,1249.3643502761827,3.0,0.0,3.0,1.0,10.0,0.0,3.0,264.49483197549984,74.60585802195175,3283.871999974075,124.80791703789863,Y,Radiant,FuseP,Stone,Vinyl,Vinyl,Cedar,Normal,6.0,2022.0,175641.889372028
3755,Langley,Condo,3.0,7.0,1948,2020,517.9404641041028,2054.933876257128,2.0,0.0,2.0,1.0,6.0,1.0,0.0,720.0741667966569,20.0,7927.204696412646,38.60309960607603,Y,HeatPump,FuseF,CBlock,Stucco,Stucco,Cedar,Abnorml,3.0,2024.0,132390.66280400899
3756,Coquitlam,BasementSuite,6.0,5.0,1991,1964,1353.3318951542255,1155.9728530554542,3.0,1.0,4.0,1.0,6.0,1.0,1.0,362.85654008734116,117.52746264129837,11711.722604094195,56.44146708946612,Y,HeatPump,FuseF,CBlock,Vinyl,Vinyl,Asphalt,Normal,1.0,2020.0,250818.76823926027
3757,Burnaby,Detached,7.0,4.0,1940,1994,655.1102807543164,1341.7301941719522,2.0,2.0,4.0,2.0,5.0,1.0,1.0,328.22226324417625,127.34824635630099,12380.807404092135,113.8338861215452,Y,HeatPump,SBrkr,Stone,Brick,Brick,Cedar,Abnorml,1.0,2024.0,171249.67033931034
3758,Delta,Condo,6.0,4.0,1971,1964,1394.2266160053075,1689.7785552170333,1.0,2.0,4.0,1.0,11.0,1.0,3.0,573.7732212574497,100.77896598198568,11803.912300952255,68.97844304174293,Y,Electric,FuseF,Slab,Wood,Wood,Asphalt,Partial,9.0,2020.0,194754.61975605664
3759,Langley,Townhouse,6.0,8.0,1948,2017,1225.842045194495,665.9810851145538,2.0,1.0,3.0,1.0,7.0,2.0,0.0,528.0973129360426,96.01206903690756,,36.69107063424193,N,Radiant,FuseP,CBlock,Wood,Wood,Asphalt,Normal,10.0,2017.0,144844.95281379076
3760,Surrey,Condo,4.0,3.0,1964,2032,395.43365324926185,900.5343219118625,2.0,1.0,5.0,1.0,9.0,0.0,2.0,757.3788793060837,,12551.330538757325,31.15505963785,Y,Gas,SBrkr,Stone,Stucco,Stucco,TorchOn,Abnorml,2.0,2022.0,
3761,Coquitlam,Detached,7.0,4.0,1998,1960,1307.9369884647253,1879.687113312188,1.0,2.0,3.0,1.0,6.0,2.0,4.0,251.91386820682365,60.606758179915076,9208.794295224414,45.66981123254461,Y,Electric,FuseF,BrkTil,Wood,Wood,Asphalt,Abnorml,8.0,2019.0,224836.95163098304
3762,Delta,Detached,5.0,3.0,1932,1997,1398.284068941519,576.6207637484875,2.0,1.0,4.0,0.0,6.0,1.0,3.0,,65.21086406081872,9215.29539848516,66.86884100947596,Y,Gas,Mix,Slab,Vinyl,Vinyl,TorchOn,Normal,12.0,2022.0,179318.34701413647
3763,Coquitlam,BasementSuite,3.0,2.0,1891,1998,1490.2574611210669,761.2525523200575,2.0,1.0,3.0,1.0,4.0,2.0,3.0,209.50114803779383,,7647.438649664715,0.0,Y,Radiant,FuseA,Slab,Brick,Brick,TorchOn,Normal,7.0,2022.0,194871.17812261998
3764,Surrey,Condo,5.0,7.0,1929,1993,780.990600562892,670.2413571720921,2.0,1.0,1.0,1.0,6.0,2.0,2.0,627.3691523028529,47.5130137535848,5419.718127627496,14.950951858123219,Y,Gas,FuseF,PConc,Vinyl,Vinyl,Asphalt,Normal,4.0,2023.0,208617.14461532322
3765,Richmond,BasementSuite,7.0,5.0,1982,1984,1112.7937947246842,1324.2671523929207,3.0,2.0,3.0,,7.0,0.0,3.0,111.8336820400757,83.67791357748102,8461.97138370489,90.94550909887438,Y,Radiant,FuseF,Stone,Vinyl,Vinyl,Metal,Normal,6.0,2020.0,176315.04686719418
3766,Langley,Detached,5.0,3.0,1934,1975,1293.057284067048,861.1605522871363,2.0,0.0,3.0,0.0,3.0,1.0,2.0,1121.7793770041862,,11839.896378669586,121.67665290828793,Y,HeatPump,FuseF,Slab,Vinyl,Vinyl,TorchOn,Partial,6.0,2019.0,117220.92648579477
3767,NorthVan,BasementSuite,9.0,6.0,1948,1950,1307.7144035942276,1075.8363227898033,1.0,1.0,4.0,2.0,6.0,0.0,1.0,420.00575164997804,58.34033054627753,6806.832250573101,152.94838361423572,Y,Electric,SBrkr,CBlock,Brick,Brick,TorchOn,Normal,5.0,2020.0,214326.5031544473
3768,Richmond,Condo,7.0,4.0,1983,1985,1193.332266652039,2078.036356429185,1.0,1.0,1.0,1.0,7.0,0.0,2.0,544.6125149471995,,9573.669388252945,195.19051934596368,Y,HeatPump,FuseA,Stone,Wood,Wood,Cedar,AdjLand,5.0,2022.0,173238.9290969545
3769,Burnaby,Townhouse,7.0,4.0,1994,2011,900.6773147901822,1397.4540844257267,1.0,0.0,3.0,2.0,3.0,2.0,1.0,513.0628171647787,,7714.1307881733655,0.0,Y,Gas,FuseF,BrkTil,Brick,Brick,Metal,Partial,1.0,2020.0,213818.65035788435
3770,Delta,BasementSuite,6.0,6.0,2000,2017,1395.7803139382015,1609.67674964885,2.0,0.0,4.0,1.0,6.0,2.0,3.0,309.46728288889346,80.08081471105817,5495.774779369665,100.32579011965936,Y,Electric,FuseF,Slab,Vinyl,Vinyl,Asphalt,Abnorml,6.0,2019.0,202613.57066392867
3771,Downtown,Condo,6.0,4.0,1986,-9223372036854775808,1397.8369883850808,1677.3569609225915,2.0,0.0,2.0,1.0,7.0,2.0,2.0,524.7747854287852,56.54918189189003,12389.608773537724,147.96603783705393,Y,Gas,FuseF,BrkTil,Wood,Wood,TorchOn,Abnorml,9.0,2022.0,201765.3966773862
3772,Burnaby,Condo,6.0,4.0,1936,1965,996.0025928661892,2031.0483877997362,4.0,1.0,3.0,1.0,5.0,1.0,1.0,467.1837653604832,72.72853019484853,14143.165432665595,0.0,Y,Electric,FuseF,Slab,Brick,Brick,Cedar,Partial,9.0,2022.0,234094.81945911297
3773,Downtown,Detached,6.0,6.0,2018,1957,775.7558185856285,1258.665143812391,0.0,1.0,3.0,2.0,8.0,0.0,2.0,409.8216687460332,43.177143197086856,10350.303155582043,7.3491770823531795,Y,Gas,FuseP,BrkTil,Vinyl,Vinyl,Metal,Partial,1.0,2021.0,171831.4467028614
3774,Downtown,Condo,7.0,5.0,1941,1974,795.2338312806496,1460.4203029407047,3.0,2.0,3.0,1.0,8.0,1.0,1.0,650.429281207289,30.33082266699006,7930.674924514905,142.1156647927698,N,Gas,FuseP,Stone,Vinyl,Vinyl,Cedar,Abnorml,8.0,2019.0,230470.8717475055
3775,Langley,Detached,5.0,6.0,1950,1942,1527.6862003662743,1384.5444901049889,1.0,1.0,2.0,0.0,2.0,2.0,2.0,192.17924636111866,46.11457502965541,13764.359123642716,52.32953319390627,Y,Gas,FuseA,BrkTil,Vinyl,Vinyl,Asphalt,AdjLand,7.0,2017.0,145502.18550252705
3776,Downtown,Condo,4.0,4.0,1969,1926,1382.7374347214493,997.1542190534967,2.0,2.0,4.0,1.0,6.0,2.0,3.0,748.7457585483694,,15162.552727291331,271.38036606797084,Y,Gas,FuseF,CBlock,Wood,Wood,Cedar,Normal,4.0,2020.0,205646.54913217895
3777,Surrey,Detached,4.0,7.0,1978,1956,1042.9860760479896,1420.0226163125212,1.0,1.0,2.0,1.0,5.0,0.0,1.0,464.21131258746937,78.85139384358577,16684.30902248848,147.8109508410746,Y,Radiant,SBrkr,PConc,Brick,Brick,Cedar,Abnorml,6.0,2023.0,178038.14309567833
3778,Downtown,Detached,9.0,5.0,2013,1997,980.289377367651,1652.1105379085077,2.0,2.0,3.0,1.0,10.0,3.0,2.0,328.6403124040054,51.417237641772715,8272.24475097669,278.9239981166253,Y,HeatPump,FuseP,PConc,Vinyl,Vinyl,Asphalt,Normal,4.0,2023.0,140411.37620016793
3779,Coquitlam,Duplex,7.0,7.0,1951,1949,431.1346337005127,1932.9790376770893,4.0,1.0,4.0,1.0,4.0,0.0,1.0,730.5901771941059,44.71223297062188,9061.974040921588,90.14790985961253,Y,HeatPump,SBrkr,CBlock,Vinyl,Vinyl,Cedar,AdjLand,8.0,2019.0,205403.4405771547
3780,Delta,Detached,6.0,7.0,1981,1998,1020.4596134676679,1059.8793111496022,1.0,1.0,3.0,2.0,6.0,1.0,,717.1332886476304,70.91628650901258,9368.789553443938,68.31864784869734,Y,Gas,FuseP,Stone,Brick,Brick,TorchOn,Normal,6.0,2021.0,222487.62802901474
3781,Surrey,Duplex,4.0,7.0,1951,1969,633.1096959060391,2043.1882467709952,2.0,2.0,4.0,1.0,5.0,0.0,3.0,265.27803844449727,30.42862962935184,10396.949914148574,40.21500496983445,Y,Gas,FuseP,BrkTil,Stucco,Stucco,Asphalt,Partial,8.0,2020.0,166542.71504607156
3782,Langley,Detached,7.0,5.0,2018,2020,1105.6498167721154,1302.3338147415095,2.0,1.0,2.0,1.0,6.0,3.0,1.0,543.3089076811348,100.68990001545208,8913.385547047244,73.58358071554376,Y,Electric,Mix,BrkTil,Vinyl,Vinyl,Metal,AdjLand,8.0,2021.0,191432.2449893795
3783,Surrey,Duplex,6.0,6.0,1982,1974,1464.8365363665043,2115.024606502807,3.0,1.0,4.0,0.0,4.0,1.0,3.0,400.959753174415,,13669.318638919556,45.44463579986724,Y,Radiant,SBrkr,CBlock,Brick,Brick,Cedar,Abnorml,3.0,2021.0,218717.88570019632
3784,Delta,Duplex,6.0,5.0,2008,1978,706.8419564596456,1485.6049326687616,2.0,1.0,2.0,2.0,5.0,,3.0,672.1536533185565,61.068532201789615,9256.88098066073,131.64552900295712,Y,HeatPump,SBrkr,PConc,Wood,Wood,Metal,Normal,3.0,2020.0,140570.01327400413
3785,Langley,Detached,5.0,4.0,1935,1971,1133.505366135812,1638.3191178364116,4.0,1.0,2.0,1.0,11.0,2.0,1.0,324.7667349677188,116.56084353135182,8009.047909963456,0.0,Y,Gas,FuseP,PConc,Vinyl,Vinyl,Asphalt,Partial,4.0,2021.0,232378.8245992961
3786,Downtown,Duplex,6.0,8.0,1953,1971,1399.222916703474,1308.6465192207902,3.0,1.0,3.0,1.0,4.0,0.0,2.0,329.8365230069476,106.81853101561332,10690.08198369287,41.9134883127179,Y,HeatPump,FuseA,Stone,Wood,Wood,TorchOn,AdjLand,5.0,2019.0,185811.067078578
3787,Langley,Detached,5.0,4.0,1977,1992,1127.1033883452878,2281.3687732451626,3.0,1.0,,1.0,10.0,1.0,3.0,444.4379883424923,62.95490229919692,13388.350367666257,0.0,N,HeatPump,FuseP,BrkTil,Wood,Wood,Metal,Normal,10.0,2022.0,234614.9289027023
3788,Burnaby,Duplex,5.0,6.0,2009,1997,866.6059633524101,1053.187211754243,2.0,1.0,5.0,0.0,5.0,2.0,4.0,494.9657031912514,74.22938529054018,6867.757723526209,237.80350506024232,Y,Radiant,FuseA,CBlock,Brick,Brick,Asphalt,AdjLand,7.0,2023.0,272047.61058691295
3789,Langley,Condo,7.0,6.0,1999,1988,1053.6352418452398,2014.4498051940448,3.0,0.0,2.0,1.0,4.0,1.0,1.0,675.1695357317237,29.390717786044036,9609.885291705063,165.64076710236756,Y,HeatPump,Mix,BrkTil,Vinyl,Vinyl,Asphalt,AdjLand,7.0,2018.0,224113.04726756027
3790,Burnaby,Condo,4.0,5.0,2015,1958,1385.037049279757,945.4774854022103,2.0,1.0,3.0,1.0,2.0,1.0,1.0,202.10181728662332,71.38487643692308,9202.046993968557,0.0,Y,HeatPump,FuseF,CBlock,Vinyl,Vinyl,Asphalt,AdjLand,7.0,2020.0,215107.50625594094
3791,Coquitlam,Detached,7.0,5.0,2010,2000,1141.9022509641047,1161.902440286672,2.0,1.0,3.0,2.0,10.0,0.0,2.0,235.90889689907544,52.36918081517187,11630.732947381684,0.0,N,Electric,Mix,PConc,Brick,Brick,Metal,Abnorml,10.0,2020.0,189432.905771621
3792,Richmond,BasementSuite,7.0,5.0,1993,1959,1048.8202961038799,2347.118031346773,0.0,0.0,3.0,1.0,7.0,3.0,0.0,514.5277597193957,42.82723878211827,14461.281457671808,0.0,Y,Radiant,FuseA,Stone,Wood,Wood,Metal,Normal,6.0,2023.0,186325.9575368861
3793,Langley,Duplex,5.0,4.0,1974,1962,1454.6500941740692,1816.1580555878581,3.0,,5.0,1.0,5.0,0.0,1.0,656.1748329096808,53.582395486080856,4668.104400160329,229.72114187914414,N,Gas,FuseP,Stone,Stucco,Stucco,Cedar,AdjLand,5.0,2018.0,168795.6875991351
3794,Delta,Condo,5.0,5.0,1936,1975,1230.2212544826482,1634.7552169793225,3.0,1.0,3.0,1.0,4.0,0.0,3.0,583.3277292304072,65.67019246388092,9692.295885851903,10.202488705356245,Y,Electric,SBrkr,PConc,Vinyl,Vinyl,TorchOn,AdjLand,5.0,2019.0,148447.4258373696
3795,Downtown,Condo,6.0,3.0,1905,2009,628.9841498675187,1600.6764631542076,2.0,2.0,2.0,1.0,7.0,1.0,2.0,747.2814652899468,83.95617564498805,6224.706333164784,15.94871724885995,Y,Gas,FuseF,PConc,Stucco,Stucco,Asphalt,Partial,9.0,2020.0,123680.49928288235
3796,Surrey,Townhouse,6.0,6.0,1973,1961,1270.9944316936983,2056.110300485193,2.0,0.0,2.0,1.0,11.0,0.0,2.0,565.8016865385881,,8252.032843676916,76.46155166424238,Y,Radiant,FuseP,BrkTil,Vinyl,Vinyl,TorchOn,Normal,12.0,2022.0,120679.68268083857
3797,Burnaby,Townhouse,6.0,5.0,1994,1999,1382.345564173793,1683.7272893186905,3.0,1.0,5.0,1.0,6.0,1.0,3.0,501.33796252440504,67.62833452789023,6259.998108597716,138.31190738182963,Y,Electric,FuseF,Slab,Wood,Wood,Asphalt,Normal,5.0,2024.0,245720.00771965738
3798,Delta,Detached,7.0,4.0,1888,1925,616.9392645193792,1516.5972876912983,2.0,1.0,3.0,1.0,6.0,2.0,2.0,568.5462068564669,86.29539619180771,10373.139823793797,115.73873204595303,Y,HeatPump,FuseF,Stone,Wood,Wood,Metal,Abnorml,6.0,2022.0,225278.29480600616
3799,Burnaby,Detached,9.0,3.0,1934,2002,255.94117644668233,1731.111506015018,2.0,1.0,,1.0,7.0,3.0,2.0,582.1103153372557,94.6792813472094,13537.96307454978,171.64600601000288,N,Gas,FuseA,Stone,Vinyl,Vinyl,TorchOn,Partial,5.0,2019.0,129237.48631998798
3800,NorthVan,Duplex,5.0,5.0,1939,2016,685.323565927577,1401.1428240513283,2.0,2.0,3.0,1.0,4.0,2.0,1.0,132.7915208247656,78.32919511747622,13447.423752233206,0.0,Y,Gas,Mix,Slab,Brick,Brick,Asphalt,Abnorml,5.0,2020.0,177130.4900220949
3801,Coquitlam,Duplex,3.0,5.0,1964,2005,1014.1251093107348,1300.9110877338571,3.0,1.0,3.0,0.0,9.0,0.0,0.0,434.5898086341602,58.11080768061288,11847.936999478776,52.544306080636794,Y,HeatPump,FuseF,Slab,Vinyl,Vinyl,Cedar,Partial,10.0,2024.0,208315.3444094609
